"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1794053";"GW407323A";"0";"529.64";"1";"5.12";"GW407323A";"Cl.Nc1nc(-c2ccc3c(c2)C(=Cc2cc(Br)c(O)c(Br)c2)C(=O)N3)cs1";"Inhibition";"'='";"-0.64";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909352";"GW441806A";"0";"329.79";"0";"2.75";"GW441806A";"Cc1cc(O)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1.Cl";"Inhibition";"'='";"6.01";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909378";"";"0";"420.86";"0";"3.63";"SB-431542-A";"Cl.NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1";"Inhibition";"'='";"11.58";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL458438";"GSK-1511931A";"0";"508.63";"2";"5.53";"GSK1511931A";"COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc3ncccc23)c2cc[nH]c2n1";"Inhibition";"'='";"-4.22";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1794067";"GSK-978744A";"0";"487.97";"0";"3.71";"GSK978744A";"C[C@@H](Oc1cc(-n2cnc3ccc(OC[C@@H](O)CO)cc32)sc1C(N)=O)c1ccccc1Cl";"Inhibition";"'='";"4.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1888586";"";"0";"353.40";"0";"3.20";"SB-223133";"Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1";"Inhibition";"'='";"28.63";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL241517";"GW856804X";"0";"433.92";"0";"4.65";"GW856804X";"Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12";"Inhibition";"'='";"28.77";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL103104";"GW831090X";"0";"330.37";"0";"2.17";"GW831090X";"NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(O)c3)n[nH]2)cc1";"Inhibition";"'='";"16.36";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL186213";"GW827105X";"0";"462.44";"1";"5.62";"GW827105X";"COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1";"Inhibition";"'='";"8.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL272026";"GW290597X";"0";"467.51";"0";"1.12";"GW290597X";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1";"Inhibition";"'='";"12.67";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1794062";"GW577921A";"0";"302.76";"0";"4.09";"GW577921A";"COc1ccccc1Nc1ncc(-c2ccccc2)o1.Cl";"Inhibition";"'='";"5.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL275798";"";"0";"415.47";"0";"4.86";"SB-239272";"Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3)n2)cc1";"Inhibition";"'='";"7.64";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL471789";"GSK-1030059A";"0";"476.48";"1";"5.90";"GSK1030059A";"COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(C)=O)s3)c2cc1OC";"Inhibition";"'='";"7.06";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL218720";"GSK-466314A";"0";"428.41";"0";"4.41";"GSK466314A";"CC1=C(C(=O)Nc2ccc3[nH]nc(C)c3c2)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1";"Inhibition";"'='";"4.07";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL458415";"GSK-2186269A";"0";"483.58";"0";"3.86";"GSK2186269A";"COc1cc2c(cc1Nc1nc(N3CCc4ccccc43)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2";"Inhibition";"'='";"-3.15";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL215814";"GW576484X";"0";"614.62";"2";"6.50";"GW576484X";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1";"Inhibition";"'='";"2.19";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL381948";"GW680975X";"0";"316.34";"0";"4.34";"GW680975X";"Fc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1";"Inhibition";"'='";"8.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1794058";"GW278681X";"0";"329.38";"0";"2.46";"GW278681X";"CS(=O)(=O)Nc1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1";"Inhibition";"'='";"4.05";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL189459";"GW833373X";"0";"396.43";"1";"5.04";"SID124350056";"Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1";"Inhibition";"'='";"33.25";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909359";"GW771127A";"0";"459.96";"0";"2.83";"GW771127A";"Cc1c2ccc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)cc2nn1C.Cl";"Inhibition";"'='";"3.64";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL156263";"";"0";"294.31";"0";"2.17";"SB-376719";"COc1ccccc1C1=C(Nc2ccccc2)C(=O)NC1=O";"Inhibition";"'='";"7.72";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL477182";"GW769076X";"0";"454.57";"1";"5.05";"GW769076X";"Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1";"Inhibition";"'='";"8.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL95502";"";"0";"394.50";"0";"4.21";"SB-221466";"CC1(C)CC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC(C)(C)N1";"Inhibition";"'='";"1.15";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL517123";"GSK-182497A";"0";"566.06";"2";"5.59";"GSK182497A";"CN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1";"Inhibition";"'='";"12.17";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL373751";"GSK-319347A";"0";"469.54";"0";"3.96";"GSK319347A";"COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC";"Inhibition";"'='";"69.43";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL237347";"GW559768X";"0";"328.39";"0";"3.40";"GW559768X";"Cc1ccc(O)cc1Nc1ccnc2ccc(S(C)(=O)=O)cc12";"Inhibition";"'='";"15.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909412";"";"0";"413.31";"0";"4.62";"SB-476429-A";"Cl.NCc1ccc(-c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1";"Inhibition";"'='";"8.19";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL318892";"";"0";"428.52";"1";"5.16";"SB-236687";"CN1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(Nc3ccccc3)n2)CC1";"Inhibition";"'='";"22.86";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1230609";"FORETINIB";"2";"632.66";"2";"5.77";"EXEL-2880/GSK-1363089";"COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1";"Kd";"'='";"640.0";"nM";"6.19";"";"";"UO_0000065";"9.79";"0.18";"0.42";"5.57";"0";"CHEMBL1908792";"Binding constant for SIK2 kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL233001";"GW620972X";"0";"332.43";"0";"4.90";"GW620972X";"N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2";"Inhibition";"'='";"2.47";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1794068";"GSK-326090A";"0";"558.63";"2";"6.07";"GSK326090A";"C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F";"Inhibition";"'='";"6.88";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL156263";"";"0";"294.31";"0";"2.17";"SB-376719";"COc1ccccc1C1=C(Nc2ccccc2)C(=O)NC1=O";"Inhibition";"'='";"27.82";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1880739";"GW305074X";"0";"520.95";"2";"5.01";"GW305074X";"O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1";"Inhibition";"'='";"9.04";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL477069";"GSK-1173862A";"0";"517.61";"2";"5.28";"GSK1173862A";"CCCN1CCCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1";"Inhibition";"'='";"11.04";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL377300";"BRIVANIB";"3";"370.38";"0";"3.52";"BMS-540215";"Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908792";"Binding constant for SIK2 kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL525191";"";"0";"334.38";"0";"2.73";"GDC-0879";"OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908792";"Binding constant for SIK2 kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL191105";"";"0";"287.33";"0";"1.02";"SB-751399";"CN(C)CCCn1c(-c2nonc2N)nc2cnccc21";"Inhibition";"'='";"-0.97";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL303687";"GW829877X";"0";"358.41";"0";"3.58";"GW829877X";"COc1cccc(-n2ncc3c(N/N=C/c4ccc(C)cc4)ncnc32)c1";"Inhibition";"'='";"8.99";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909393";"GW583373A";"0";"595.55";"2";"6.43";"GW583373A";"Cl.[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(Cl)c5)c4c3)o2)CC1";"Inhibition";"'='";"1.44";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962002";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL517666";"GW796921X";"0";"336.44";"0";"4.15";"GW796921X";"CCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1";"Inhibition";"'='";"6.63";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL485745";"GW434756X";"0";"289.31";"0";"4.20";"GW434756X";"Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1";"Inhibition";"'='";"14.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962003";"GSK_PKIS: SNF1LK2 (QIK) mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5699";"Serine/threonine-protein kinase SIK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
