"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL566515";"";"0";"417.43";"0";"2.35";"66";"COc1ccccc1-n1c(-c2cc(O)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12";"Activity";"'='";"32.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1043883";"Binding affinity to QSK assessed as percentage of kinase remaining bound to the bead at 1 uM by T7 phage display based binding assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154183";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL4455512";"";"0";"315.31";"0";"2.99";"G3_9";"N=C1NC(=O)/C(=C\c2ccc(-c3cccc([N+](=O)[O-])c3)o2)S1";"Activity";"'='";"101.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4335289";"Inhibition of recombinant human SIK3 (1 to 307 residues) assessed as residual activity at 1 uM using KKKVSRSGLYRSPSMPENLNRPR as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting method relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4334438";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL124660";"TANDUTINIB";"2";"562.72";"2";"5.03";"MLN-518";"COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1244949";"Binding affinity to QSK";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240346";"1";"Scientific Literature";"Blood";"2009";"None";""
"CHEMBL576982";"QUIZARTINIB";"3";"560.68";"2";"5.86";"AC220";"CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1244949";"Binding affinity to QSK";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240346";"1";"Scientific Literature";"Blood";"2009";"None";""
"CHEMBL2348350";"";"0";"438.56";"0";"2.40";"15u";"CN(C)C(=O)c1ccc(N2CCCN(c3ccnc4sc(C(N)=O)c(N)c34)CC2)cc1";"Activity";"'='";"89.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4806739";"Inhibition of human QSK assessed as percent of control at 2000 nM by KINOMEscan assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4804286";"38";"Patent Bioactivity Data";"";"";"None";"Dose = 2000.0 nM"
"CHEMBL4859660";"";"0";"378.36";"0";"3.33";"I-9";"Nc1ncc(-c2cccc([N+](=O)[O-])c2F)cc1-c1ccc2c(c1)CCNC2=O";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4804664";"Inhibition of QSK in human NCI-H929 cells at 10 uM by mass spectroscopic analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"NCI-H929";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4804281";"38";"Patent Bioactivity Data";"";"";"None";"Dose = 10.0 microM"
"CHEMBL255863";"NILOTINIB";"4";"529.53";"2";"6.36";"Nilotinib";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL1614701";"SELUMETINIB";"4";"457.69";"0";"3.53";"AZD-6244/ARRY-886";"Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL388978";"STAUROSPORINE";"0";"466.54";"0";"4.35";"Staurosporine";"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"Kd";"'='";"0.46";"nM";"9.34";"";"";"UO_0000065";"20.01";"0.36";"4.99";"13.44";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL296468";"BMS-387032";"1";"380.54";"0";"3.66";"BMS-387032/SNS-032";"CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL180022";"NERATINIB";"4";"557.05";"2";"5.93";"HKI-272";"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL3338802";"";"0";"439.91";"1";"5.70";"4j";"Cc1ccc(-c2cc(C(=O)Nc3ccnc(Cl)c3)nn2-c2ccc3ccccc3n2)cc1";"Activity";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3388056";"Inhibition of SIK3 (unknown origin) assessed as remaining enzyme activity at 10 uM by radioactive [33P]-ATP filter binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351385";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL4855542";"";"0";"372.45";"0";"3.89";"I-13";"Nc1ncc(-c2cccc3ncsc23)cc1-c1ccc2c(c1)CCNC2=O";"Inhibition";"'='";"35.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4804664";"Inhibition of QSK in human NCI-H929 cells at 10 uM by mass spectroscopic analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"NCI-H929";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4804281";"38";"Patent Bioactivity Data";"";"";"None";"Dose = 10.0 microM"
"CHEMBL1289926";"AXITINIB";"4";"386.48";"0";"4.64";"Axitinib";"CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL101253";"VATALANIB";"3";"346.82";"1";"5.01";"PTK-787";"Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL525191";"";"0";"334.38";"0";"2.73";"GDC-0879";"OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL4281048";"";"0";"505.09";"1";"4.55";"40; JSH-150";"COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1";"Activity";"'='";"79.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4264510";"Binding affinity to wild-type human partial length QSK (A90 to L395 residues) expressed in mammalian expression system assessed as remaining unbound target protein level at 1000 nM by Kinomescan method relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261600";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL601719";"CRIZOTINIB";"4";"450.35";"1";"5.04";"Crizotinib";"C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL522892";"DOVITINIB";"3";"392.44";"0";"2.54";"CHIR-258/TKI-258";"CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL2205766";"";"0";"346.42";"0";"1.45";"14, CZC24758";"CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2211515";"Inhibition of KIAA0999";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203257";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1164180";"";"0";"502.97";"1";"5.00";"5e";"CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)cn2)CC1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1166834";"Inhibition of QSK at 1 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL261849";"GW632580X";"0";"366.42";"0";"2.83";"GW-2580";"COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL4080797";"";"0";"408.51";"0";"2.82";"35";"COc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1";"Activity";"'='";"86.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4054983";"Inhibition of wild-type human partial length QSK (A90 to L395 residues) expressed in mammalian expression system assessed as residual activity at 50 nM by Kinomescan method relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL572881";"MOTESANIB";"3";"373.46";"0";"4.04";"AMG-706";"CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL1336";"SORAFENIB";"4";"464.83";"1";"5.55";"Sorafenib";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1244949";"Binding affinity to QSK";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240346";"1";"Scientific Literature";"Blood";"2009";"None";""
"CHEMBL4436895";"";"0";"388.20";"0";"3.79";"46";"O=C(Nc1cccnc1)c1cc(C(=O)c2c(F)cccc2Br)c[nH]1";"Activity";"'='";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4365936";"Inhibition of wild-type human partial length QSK (A90 to L395 residues) expressed in mammalian expression system assessed as residual activity at 10 uM by Kinomescan method relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364269";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL475251";"R-406";"2";"470.46";"0";"3.63";"R406";"COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL4473365";"";"0";"602.16";"1";"4.93";"7c";"C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C";"Activity";"'='";"61.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4382730";"Binding affinity to wild-type human partial length QSK (A90 to L395 residues) expressed in mammalian expression system assessed as residual binding level at 1 uM by Kinomescan method relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382192";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL4462318";"";"0";"616.66";"2";"5.27";"19i";"COc1cc2c(Oc3ccc(NS(=O)(=O)c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1";"Kd";"'='";"7630.0";"nM";"5.12";"";"";"UO_0000065";"8.30";"0.16";"-0.15";"5.49";"0";"CHEMBL4371460";"Binding affinity to QSK in SILAC-labeled human MDA-MB-231 cells lysate by mass spectrometry based kinAffinity assay";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MDA-MB-231";"Lysate";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371006";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3307960";""
"CHEMBL572878";"TOZASERTIB";"2";"464.60";"0";"3.50";"VX-680/MK-0457";"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL4472294";"";"0";"390.45";"1";"5.13";"11g";"C[C@@H](c1ccccc1)n1nnc2cnc3ccc(-c4cnc5[nH]ccc5c4)cc3c21";"Activity";"'='";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4337114";"Inhibition of recombinant human SIK3 (1 to 307 residues) assessed as residual activity at 10 uM using KKKVSRSGLYRSPSMPENLNRPR as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4334471";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL386051";"";"0";"443.36";"1";"5.77";"PD-173955";"CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1";"Kd";"'='";"99.0";"nM";"7.00";"";"";"UO_0000065";"15.80";"0.33";"1.23";"11.71";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL1421";"DASATINIB";"4";"488.02";"0";"3.31";"Dasatinib";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1";"Kd";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"15.48";"0.31";"4.24";"7.09";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL494089";"GSK-690693";"1";"425.49";"0";"1.58";"GSK-690693";"CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL491473";"CEDIRANIB";"3";"450.51";"1";"5.22";"AZD-2171";"COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL249697";"BMS-345541";"0";"255.32";"0";"1.87";"BMS-345541";"Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL1164265";"";"0";"470.96";"0";"4.26";"5h";"CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3c(F)ccc(F)c3Cl)CCN4)cn2)CC1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1166834";"Inhibition of QSK at 1 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL1908396";"";"0";"480.55";"1";"5.39";"Ki-20227";"COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL103667";"DORAMAPIMOD";"2";"527.67";"2";"5.99";"BIRB-796";"Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL1164181";"";"0";"469.42";"0";"4.63";"5g";"CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3Cl)CCN4)cn2)CC1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1166834";"Inhibition of QSK at 1 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL1165499";"";"0";"436.51";"0";"3.61";"5d";"CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(F)ccc3F)CCN4)cn2)CC1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1166834";"Inhibition of QSK at 1 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL259084";"MLN-8054";"1";"476.87";"1";"5.87";"MLN-8054";"O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908471";"Binding constant for QSK kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6149";"Serine/threonine-protein kinase SIK3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
